,formula,classifier,rel_l2_distance,success,estimated_formula,training_time
10,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),False,6.784577717193077e-08,True,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),27.797146320343018
11,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),True,6.882272591175067e-08,True,-2.189*x0**2 - 2.828*sin(0.188*x0**2 + 0.63),27.428388357162476
12,4.771*x0**2 + 0.831*sin(-0.744*x0**2 + 0.859*x0 + 1.292),False,0.002813284319938754,False,4.771*x0**2,25.19150137901306
13,4.771*x0**2 + 0.831*sin(-0.744*x0**2 + 0.859*x0 + 1.292),True,0.0028132843197243855,False,4.771*x0**2,15.68587589263916
14,-0.07*x0*sin(3.961*x0**2 - 0.584),False,0.8928006680630943,False,0.002*x0**2 - 0.008*x0*sin(-0.409*x0**2 + 1.395*x0 + 4.063) + 0.036*x0*sqrt(Abs(-0.049*x0**2 + 0.257*x0 + 1.101)) - 0.042*x0 + 0.193*sin(-0.409*x0**2 + 1.395*x0 + 4.063)*sqrt(Abs(-0.049*x0**2 + 0.257*x0 + 1.101)) - 0.186*sin(-0.409*x0**2 + 1.395*x0 + 4.063) + 0.194*sqrt(Abs(-0.049*x0**2 + 0.257*x0 + 1.101)) - 0.208,17.733647108078003
15,-0.07*x0*sin(3.961*x0**2 - 0.584),True,1.557823791660537e-05,True,-0.07*x0*sin(3.961*x0**2 + 5.699),9.516451120376587
16,4.126 - 0.441*sin(1.653*x0),False,0.00010951322908967065,False,4.126 - 0.441*sin(1.653*x0 + 0.001),22.02927541732788
17,4.126 - 0.441*sin(1.653*x0),True,3.829971034670912e-08,True,4.126 - 0.441*sin(1.653*x0),6.470592737197876
18,3.87200000000000,False,3.1876579341461334e-07,True,3.87200000000000,30.33062720298767
19,3.87200000000000,True,0.0,True,3.87200000000000,9.443077564239502
20,-4.552*x0*sin(2.429*x0**2 - 1.634*x0 + 1.587),False,0.7067536905146397,False,0.014*x0**2 + 1.838*x0*sin(2.51*x0**2 - 0.513*x0 + 1.948) + 0.01*x0*sqrt(Abs(-0.901*x0**2 + 0.182*x0 + 2.0)) - 0.036*x0 - 2.606*sin(2.51*x0**2 - 0.513*x0 + 1.948)*sqrt(Abs(-0.901*x0**2 + 0.182*x0 + 2.0)) + 0.145*sin(2.51*x0**2 - 0.513*x0 + 1.948) - 0.043*sqrt(Abs(-0.901*x0**2 + 0.182*x0 + 2.0)) - 0.069,18.872700214385986
21,-4.552*x0*sin(2.429*x0**2 - 1.634*x0 + 1.587),True,0.8388633743927072,False,-2.445*x0*sin(2.537*x0**2 + 0.058*x0 - 4.591),12.973722219467163
22,0.149*x0*sin(2.412*x0**2) + 0.857*x0*sqrt(Abs(6.27*x0**2 + 0.665*x0 + 1.359)),False,0.006661398151772251,False,0.002*x0**2 + 2.063*x0*sqrt(Abs(1.076*x0**2 + 0.026*x0)) + 0.07*x0 + 0.064*sqrt(Abs(1.076*x0**2 + 0.026*x0)),18.5496244430542
23,0.149*x0*sin(2.412*x0**2) + 0.857*x0*sqrt(Abs(6.27*x0**2 + 0.665*x0 + 1.359)),True,0.006659550607834729,False,2.235*x0*sqrt(Abs(0.922*x0**2 + 0.095*x0 + 0.1)),21.69292902946472
24,-0.862*x0**2,False,6.92623638461768e-08,True,-0.862*x0**2,31.008265018463135
25,-0.862*x0**2,True,6.923810936550266e-08,True,-0.862*x0**2,5.313374757766724
26,-2.979*sin(2.163*x0**2 + 2.653*x0),False,0.8762194155065969,False,0.001*x0**2 - 0.039*x0*sin(1.986*x0**2 - 0.337*x0 + 0.316) + 0.005*x0 - 1.839*sin(1.986*x0**2 - 0.337*x0 + 0.316)*sqrt(Abs(-0.068*x0**2 + 0.44*x0 + 0.381)) + 2.181*sin(1.986*x0**2 - 0.337*x0 + 0.316) + 0.053*sqrt(Abs(-0.068*x0**2 + 0.44*x0 + 0.381)) - 0.176,14.82114577293396
27,-2.979*sin(2.163*x0**2 + 2.653*x0),True,0.9602700937274291,False,0.81*sin(1.804*x0**2 - 3.051*x0),6.4183290004730225
28,-2.817*x0 - 0.053*sin(0.663*x0**2 + 1.818*x0 + 4.182),False,0.0021888912020549085,False,0.003*x0*sqrt(Abs(0.001*x0 - 0.002)) - 2.817*x0 + 0.007,24.94708490371704
29,-2.817*x0 - 0.053*sin(0.663*x0**2 + 1.818*x0 + 4.182),True,0.0022071667054172368,False,-2.817*x0,20.173673152923584
30,-0.772*x0**2 + 0.333*x0*sin(2.938*x0**2 + 2.245*x0),False,0.02312641277432041,False,-0.774*x0**2 - 0.246*x0*sin(2.922*x0**2 + 1.86*x0 + 1.089) - 0.042*x0*sqrt(Abs(0.002*x0 - 0.022)) - 0.007*sin(2.922*x0**2 + 1.86*x0 + 1.089)*sqrt(Abs(0.002*x0 - 0.022)) + 0.373*sin(2.922*x0**2 + 1.86*x0 + 1.089) + 0.018*sqrt(Abs(0.002*x0 - 0.022)) - 0.001,24.551746606826782
31,-0.772*x0**2 + 0.333*x0*sin(2.938*x0**2 + 2.245*x0),True,0.0377877181941878,False,-0.774*x0**2 + 0.098*x0*sin(0.402*x0**2 + 0.074*x0 - 0.002),15.869853734970093
32,1.076*sin(0.189*x0),False,0.00028747300937679725,False,0.014*x0*sin(-0.002*x0**2 + 0.226*x0 + 0.118) - 0.02*x0*sqrt(Abs(0.041*x0**2 + 0.095*x0)) + 0.092*x0 + 0.073*sin(-0.002*x0**2 + 0.226*x0 + 0.118)*sqrt(Abs(0.041*x0**2 + 0.095*x0)) + 0.488*sin(-0.002*x0**2 + 0.226*x0 + 0.118) - 0.009*sqrt(Abs(0.041*x0**2 + 0.095*x0)) - 0.057,31.571208715438843
33,1.076*sin(0.189*x0),True,3.958806257498061e-08,True,1.076*sin(0.189*x0),7.877834320068359
34,1.474*sin(0.659*x0**2 + 3.231),False,0.5017560575553932,False,-0.006*x0**2 - 0.11*x0*sin(0.671*x0**2 + 0.075*x0 + 3.128) - 0.03*x0*sqrt(Abs(0.013*x0**2 - 0.091*x0 + 0.127)) + 0.087*x0 - 0.844*sin(0.671*x0**2 + 0.075*x0 + 3.128)*sqrt(Abs(0.013*x0**2 - 0.091*x0 + 0.127)) + 1.687*sin(0.671*x0**2 + 0.075*x0 + 3.128) + 0.807*sqrt(Abs(0.013*x0**2 - 0.091*x0 + 0.127)) - 0.416,16.18460750579834
35,1.474*sin(0.659*x0**2 + 3.231),True,1.7890526589060755e-06,True,-1.474*sin(0.659*x0**2 + 0.09),11.077611684799194
36,-1.23500000000000,False,1.6346760470917132e-06,True,-1.23499200008533,31.75969433784485
37,-1.23500000000000,True,0.0,True,-1.23500000000000,8.021343231201172
38,-3.16*x0*sin(4.709*x0) + 1.148*x0,False,0.6875130276138159,False,-0.099*x0**2 - 1.925*x0*sin(0.279*x0**2 - 0.544*x0 + 5.429) + 0.015*x0*sqrt(Abs(1.166*x0**2 + 0.062*x0 - 0.291)) + 1.058*x0 + 0.25*sin(0.279*x0**2 - 0.544*x0 + 5.429)*sqrt(Abs(1.166*x0**2 + 0.062*x0 - 0.291)) + 0.003*sin(0.279*x0**2 - 0.544*x0 + 5.429) + 0.604*sqrt(Abs(1.166*x0**2 + 0.062*x0 - 0.291)) - 0.344,20.419574737548828
39,-3.16*x0*sin(4.709*x0) + 1.148*x0,True,0.5826416151098439,False,2.345*x0*sin(4.318*x0) + 1.121*x0,2.925959825515747
40,4.25*sin(2.589*x0 - 2.635),False,0.9312829817492182,False,0.003*x0**2 - 0.362*x0*sin(1.204*x0**2 + 1.931*x0 - 0.051) - 0.087*x0*sqrt(Abs(0.079*x0**2 + 0.824*x0 + 0.754)) + 0.091*x0 + 2.306*sin(1.204*x0**2 + 1.931*x0 - 0.051)*sqrt(Abs(0.079*x0**2 + 0.824*x0 + 0.754)) - 4.719*sin(1.204*x0**2 + 1.931*x0 - 0.051) + 0.726*sqrt(Abs(0.079*x0**2 + 0.824*x0 + 0.754)) - 0.932,15.616852521896362
41,4.25*sin(2.589*x0 - 2.635),True,0.9958254583816768,False,0.363*sin(1.473*x0 + 0.299),10.298635244369507
42,4.131*x0*sin(1.933*x0**2 - 0.549*x0 + 3.205) - 2.847*sin(1.933*x0**2 - 0.549*x0 + 3.205)*sqrt(Abs(1.344*x0 + 1.678)),False,0.9410262880007093,False,-0.028*x0**2 - 1.549*x0*sin(-1.746*x0**2 + 0.897*x0 + 2.16) + 0.056*x0*sqrt(Abs(0.202*x0**2 + 1.19*x0 + 0.003)) - 0.156*x0 + 2.082*sin(-1.746*x0**2 + 0.897*x0 + 2.16)*sqrt(Abs(0.202*x0**2 + 1.19*x0 + 0.003)) - 0.998*sin(-1.746*x0**2 + 0.897*x0 + 2.16) + 0.085*sqrt(Abs(0.202*x0**2 + 1.19*x0 + 0.003)) + 0.15,20.047109603881836
43,4.131*x0*sin(1.933*x0**2 - 0.549*x0 + 3.205) - 2.847*sin(1.933*x0**2 - 0.549*x0 + 3.205)*sqrt(Abs(1.344*x0 + 1.678)),True,0.3327913766846839,False,-1.97*x0*sin(1.922*x0**2 - 0.737*x0 + 5.587) + 6.998*sin(1.922*x0**2 - 0.737*x0 + 5.587)*sqrt(Abs(0.374*x0**2 + 0.509*x0 - 2.614)) - 1.958*sin(1.922*x0**2 - 0.737*x0 + 5.587),18.14284896850586
44,6.898*x0**2 + 2.624*x0*sin(2.606*x0**2 + 3.646),False,0.03393918009897955,False,6.894*x0**2,24.41333031654358
45,6.898*x0**2 + 2.624*x0*sin(2.606*x0**2 + 3.646),True,0.032559275576774294,False,6.894*x0**2 - 0.558*x0*sin(0.759*x0**2 + 0.001),13.926554441452026
46,1.039*sin(4.822*x0**2 + 2.205*x0)*sqrt(Abs(2.436*x0**2 - 5.604*x0)),False,0.7501863862931714,False,-0.003*x0**2 - 0.868*x0*sin(-4.539*x0**2 + 2.213*x0 + 1.075) - 0.031*x0*sqrt(Abs(0.436*x0**2 + 1.688*x0 - 0.444)) + 0.055*x0 + 1.44*sin(-4.539*x0**2 + 2.213*x0 + 1.075)*sqrt(Abs(0.436*x0**2 + 1.688*x0 - 0.444)) - 0.957*sin(-4.539*x0**2 + 2.213*x0 + 1.075) - 0.058*sqrt(Abs(0.436*x0**2 + 1.688*x0 - 0.444)) + 0.338,20.301716089248657
47,1.039*sin(4.822*x0**2 + 2.205*x0)*sqrt(Abs(2.436*x0**2 - 5.604*x0)),True,0.6004650658821997,False,0.798*x0*sin(4.754*x0**2 + 1.249*x0) - 1.099*sin(4.754*x0**2 + 1.249*x0)*sqrt(Abs(0.852*x0**2 + 0.127*x0 - 0.342)),14.637736320495605
48,-6.339*x0*sin(6.961*x0) + 2.891,False,0.7361560038584339,False,0.079*x0**2 + 0.139*x0*sin(0.422*x0**2 - 0.361*x0 + 6.273) - 0.02*x0*sqrt(Abs(0.907*x0**2 + 0.048*x0 - 2.704)) + 0.041*x0 - 6.512*sin(0.422*x0**2 - 0.361*x0 + 6.273)*sqrt(Abs(0.907*x0**2 + 0.048*x0 - 2.704)) + 14.366*sin(0.422*x0**2 - 0.361*x0 + 6.273) + 0.005*sqrt(Abs(0.907*x0**2 + 0.048*x0 - 2.704)) + 0.033,18.764394283294678
49,-6.339*x0*sin(6.961*x0) + 2.891,True,0.9887346908675662,False,0.797*x0*sin(0.102*x0) + 0.547,4.162919521331787
50,1.095*sin(5.548*x0),False,0.8846168494168329,False,0.001*x0**2 + 0.028*x0*sin(-0.306*x0**2 + 0.866*x0 + 7.899) - 0.022*x0*sqrt(Abs(-0.018*x0**2 + 0.09*x0 + 0.252)) + 0.008*x0 + 1.415*sin(-0.306*x0**2 + 0.866*x0 + 7.899)*sqrt(Abs(-0.018*x0**2 + 0.09*x0 + 0.252)) - 0.65*sin(-0.306*x0**2 + 0.866*x0 + 7.899) - 0.165*sqrt(Abs(-0.018*x0**2 + 0.09*x0 + 0.252)) - 0.008,17.783977508544922
51,1.095*sin(5.548*x0),True,0.9997815366436789,False,-0.057*sin(0.043*x0),4.294819593429565
52,-1.866*x0*sqrt(Abs(0.812*x0**2 + 0.134*x0 - 0.599)) + 8.292*sin(3.613*x0**2 - 0.297*x0),False,0.0011714378798398607,False,-2.08*x0*sqrt(Abs(0.657*x0**2 + 0.07*x0 - 0.358)) + 0.063*x0 - 8.292*sin(-3.613*x0**2 + 0.297*x0 + 0.001) - 0.059*sqrt(Abs(0.657*x0**2 + 0.07*x0 - 0.358)),19.85623836517334
53,-1.866*x0*sqrt(Abs(0.812*x0**2 + 0.134*x0 - 0.599)) + 8.292*sin(3.613*x0**2 - 0.297*x0),True,0.07513661421987343,False,-1.78*x0*sqrt(Abs(0.871*x0**2 + 0.011*x0)),14.891991376876831
54,-6.564*x0**2,False,7.653205982104303e-08,True,-6.564*x0**2,30.483397960662842
55,-6.564*x0**2,True,7.653206026914418e-08,True,-6.564*x0**2,4.7972252368927
56,-3.962*x0 - 4.075*sin(2.836*x0**2 + 2.215*x0 - 6.166),False,0.10170408273962084,False,0.002*x0**2 - 0.23*x0*sin(2.747*x0**2 + 1.059*x0) - 3.952*x0 + 0.937*sin(2.747*x0**2 + 1.059*x0)*sqrt(Abs(-0.061*x0**2 + 0.187*x0 + 0.099)) + 0.288*sin(2.747*x0**2 + 1.059*x0) - 0.003*sqrt(Abs(-0.061*x0**2 + 0.187*x0 + 0.099)) - 0.077,18.238964557647705
57,-3.962*x0 - 4.075*sin(2.836*x0**2 + 2.215*x0 - 6.166),True,0.12492165116441292,False,-3.959*x0 + 0.024*sin(0.008*x0**2 + 0.001*x0 - 0.001),14.919431447982788
58,-0.462000000000000,False,3.929158471755094e-05,True,0.001*x0 - 0.466,25.591551542282104
59,-0.462000000000000,True,0.0,True,-0.462000000000000,7.702008485794067
60,-2.265*sin(-5.014*x0**2 + 2.311*x0 + 1.886),False,0.9111835338118528,False,-0.007*x0**2 + 0.16*x0*sin(-1.706*x0**2 + 2.991*x0 + 1.161) - 0.107*x0*sqrt(Abs(0.042*x0**2 - 0.275*x0 + 0.031)) + 0.175*x0 + 1.877*sin(-1.706*x0**2 + 2.991*x0 + 1.161)*sqrt(Abs(0.042*x0**2 - 0.275*x0 + 0.031)) - 1.697*sin(-1.706*x0**2 + 2.991*x0 + 1.161) - 0.06*sqrt(Abs(0.042*x0**2 - 0.275*x0 + 0.031)) - 0.095,14.593083143234253
61,-2.265*sin(-5.014*x0**2 + 2.311*x0 + 1.886),True,0.9629776586207076,False,0.577*sin(1.815*x0**2 + 0.95*x0 - 1.928),13.449407815933228
62,1.808*x0**2 + 2.118*sin(2.426*x0),False,0.014769240936706233,False,1.808*x0**2 + 0.216003703671951*sin(0.174*x0**2 + 0.198*x0)*sqrt(Abs(x0**2)),22.24795699119568
63,1.808*x0**2 + 2.118*sin(2.426*x0),True,0.018692565166800575,False,1.809*x0**2,13.49845838546753
64,1.419*x0,False,4.417910559858596e-08,True,1.419*x0,32.12580752372742
65,1.419*x0,True,4.24491295082956e-08,True,1.419*x0,4.166781902313232
66,-3.68541372982736*x0*sqrt(Abs(x0**2)) - 0.379*sin(0.666*x0**2 - 0.565*x0),False,0.001566657355412948,False,-3.68647144462018*x0*sqrt(Abs(x0**2)),25.945043802261353
67,-3.68541372982736*x0*sqrt(Abs(x0**2)) - 0.379*sin(0.666*x0**2 - 0.565*x0),True,0.0015671692361558626,False,-3.68579585869863*x0*sqrt(Abs(x0**2)),13.753247261047363
68,1.60844082887746*sin(5.982*x0 - 2.644)*sqrt(Abs(x0**2)),False,0.6508983948335516,False,0.025*x0**2 - 0.845*x0*sin(0.356*x0**2 - 0.3*x0 + 15.375) - 0.207*x0*sqrt(Abs(0.073*x0**2 + 0.256*x0 - 3.504)) + 0.265*x0 - 7.844*sin(0.356*x0**2 - 0.3*x0 + 15.375)*sqrt(Abs(0.073*x0**2 + 0.256*x0 - 3.504)) + 11.689*sin(0.356*x0**2 - 0.3*x0 + 15.375) + 0.001*sqrt(Abs(0.073*x0**2 + 0.256*x0 - 3.504)) - 0.704,17.32569909095764
69,1.60844082887746*sin(5.982*x0 - 2.644)*sqrt(Abs(x0**2)),True,0.9948905700868613,False,0.167799201428374*sin(0.437*x0)*sqrt(Abs(x0**2)),13.650216102600098
70,0.439*x0,False,8.041538001421189e-08,True,0.439*x0,34.611109495162964
71,0.439*x0,True,4.211193023208978e-08,True,0.439*x0,5.250370502471924
72,-1.99800000000000,False,2.7209642911999256e-07,True,-1.99800000000000,29.725225925445557
73,-1.99800000000000,True,0.9015802246311888,False,-0.197000000000000,7.314170837402344
74,-2.188*sin(5.4*x0**2 - 0.569),False,0.9330804400989628,False,-0.006*x0**2 + 0.034*x0*sin(1.785*x0**2 - 5.761*x0 + 0.965) - 0.001*x0*sqrt(Abs(0.004*x0**2 + 0.532*x0 + 0.318)) - 0.005*x0 - 1.399*sin(1.785*x0**2 - 5.761*x0 + 0.965)*sqrt(Abs(0.004*x0**2 + 0.532*x0 + 0.318)) + 2.06*sin(1.785*x0**2 - 5.761*x0 + 0.965) + 0.308*sqrt(Abs(0.004*x0**2 + 0.532*x0 + 0.318)) - 0.243,15.202421426773071
75,-2.188*sin(5.4*x0**2 - 0.569),True,1.7920702714889538e-05,True,-2.188*sin(5.4*x0**2 - 0.569),10.36169695854187
76,-0.436*x0**2,False,8.244210284819987e-08,True,-0.436*x0**2,31.89922046661377
77,-0.436*x0**2,True,6.897745278637486e-08,True,-0.436*x0**2,4.619402647018433
78,6.109*sin(4.473*x0**2 + 7.354*x0 - 4.017),False,0.9087723971427502,False,-0.011*x0**2 - 0.337*x0*sin(4.158*x0**2 + 2.431*x0 + 2.503) - 0.038*x0*sqrt(Abs(0.07*x0**2 - 0.074*x0 + 0.101)) + 0.11*x0 + 0.792*sin(4.158*x0**2 + 2.431*x0 + 2.503)*sqrt(Abs(0.07*x0**2 - 0.074*x0 + 0.101)) - 0.064*sin(4.158*x0**2 + 2.431*x0 + 2.503) + 0.328*sqrt(Abs(0.07*x0**2 - 0.074*x0 + 0.101)) + 0.004,19.013442277908325
79,6.109*sin(4.473*x0**2 + 7.354*x0 - 4.017),True,0.9614700942036,False,1.566*sin(-5.661*x0**2 + 0.278*x0 + 1.816),7.5662841796875
80,-2.046*x0,False,4.3385276735633976e-08,True,-2.046*x0,40.69948172569275
81,-2.046*x0,True,4.326702828088203e-08,True,-2.046*x0,3.8633217811584473
82,-1.013*x0*sin(0.75*x0 + 1.261) - 2.494*x0,False,0.02854770994729816,False,0.001*x0**2 - 0.614*x0*sin(-0.067*x0**2 + 0.054*x0 + 6.01) - 0.791*x0*sqrt(Abs(-0.033*x0**2 + 0.032*x0 + 0.632)) - 1.946*x0 + 0.051*sin(-0.067*x0**2 + 0.054*x0 + 6.01)*sqrt(Abs(-0.033*x0**2 + 0.032*x0 + 0.632)) - 0.002*sin(-0.067*x0**2 + 0.054*x0 + 6.01) - 0.205*sqrt(Abs(-0.033*x0**2 + 0.032*x0 + 0.632)) + 0.001,38.54147410392761
83,-1.013*x0*sin(0.75*x0 + 1.261) - 2.494*x0,True,0.05014960806681605,False,0.912*x0*sin(0.057*x0**2 - 0.039*x0 + 0.613) - 2.671*x0,15.457610845565796
84,-2.65200000000000,False,4.095115813368165e-07,True,-2.65200000000000,29.976208686828613
85,-2.65200000000000,True,0.0,True,-2.65200000000000,11.090863943099976
86,0.371*x0**2 + 0.731*x0,False,1.0204151175022879e-07,True,0.371*x0**2 + 0.731*x0,63.17104768753052
87,0.371*x0**2 + 0.731*x0,True,7.193996455012076e-08,True,0.371*x0**2 + 0.731*x0,9.413695573806763
88,-1.91*x0*sin(-3.095*x0**2 + 0.363*x0 + 0.395),False,3.7921238023156806e-05,True,-1.91*x0*sin(-3.095*x0**2 + 0.363*x0 + 0.395),38.75099062919617
89,-1.91*x0*sin(-3.095*x0**2 + 0.363*x0 + 0.395),True,0.6728805570130902,False,1.439*x0*sin(3.083*x0**2 - 0.741*x0 + 9.934),25.965840101242065
90,0.771*x0*sqrt(Abs(3.293*x0**2 + 0.878*x0 + 1.837)) + 3.64*sin(0.824*x0**2 - 8.78*x0 + 1.936),False,0.040102756708938626,False,0.028*x0**2 + 0.032*x0*sin(0.733*x0**2) + 1.406*x0*sqrt(Abs(1.007*x0**2 - 0.001*x0)) - 0.078*x0 + 0.012*sin(0.733*x0**2)*sqrt(Abs(1.007*x0**2 - 0.001*x0)) - 0.068*sqrt(Abs(1.007*x0**2 - 0.001*x0)),25.077518701553345
91,0.771*x0*sqrt(Abs(3.293*x0**2 + 0.878*x0 + 1.837)) + 3.64*sin(0.824*x0**2 - 8.78*x0 + 1.936),True,0.040899710556252515,False,1.472*x0*sqrt(Abs(0.907*x0**2 + 0.001)) + 0.906*sin(0.017*x0**2 - 0.03*x0),17.168627500534058
92,0.819 - 0.131*sin(1.645*x0),False,0.0001629280642244113,False,0.011*x0*sin(1.645*x0 + 3.142) - 0.013*x0*sqrt(Abs(0.001*x0**2 + 0.013*x0 + 0.067)) + 0.001*x0 - 0.438*sin(1.645*x0 + 3.142)*sqrt(Abs(0.001*x0**2 + 0.013*x0 + 0.067)) + 0.244*sin(1.645*x0 + 3.142) + 0.08*sqrt(Abs(0.001*x0**2 + 0.013*x0 + 0.067)) + 0.798,23.714437007904053
93,0.819 - 0.131*sin(1.645*x0),True,3.871263520380547e-08,True,0.819 - 0.131*sin(1.645*x0),27.186092376708984
94,1.227*x0*sin(1.928*x0 - 1.18),False,0.8041435213645433,False,-0.146*x0**2 - 0.125*x0*sin(-3.526*x0**2 + 1.505*x0 + 2.66) - 0.976*x0*sqrt(Abs(-0.13*x0**2 + 0.866*x0 + 1.373)) + 1.821*x0 + 1.447*sin(-3.526*x0**2 + 1.505*x0 + 2.66)*sqrt(Abs(-0.13*x0**2 + 0.866*x0 + 1.373)) - 2.135*sin(-3.526*x0**2 + 1.505*x0 + 2.66) - 2.171*sqrt(Abs(-0.13*x0**2 + 0.866*x0 + 1.373)) + 4.331,23.790135383605957
95,1.227*x0*sin(1.928*x0 - 1.18),True,4.720956795717742e-07,True,-1.227*x0*sin(1.928*x0 + 1.962),4.977234601974487
96,0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 3.196) + 0.603*sin(-2.465*x0**2 + 1.556*x0 + 3.196),False,0.9302822372512828,False,0.002*x0**2 + 0.045*x0*sin(2.309*x0**2 + 1.937*x0 + 0.11) + 0.01*x0*sqrt(Abs(0.06*x0**2 - 0.284*x0 + 0.393)) - 0.029*x0 + 0.258*sin(2.309*x0**2 + 1.937*x0 + 0.11)*sqrt(Abs(0.06*x0**2 - 0.284*x0 + 0.393)) - 0.291*sin(2.309*x0**2 + 1.937*x0 + 0.11) - 0.131*sqrt(Abs(0.06*x0**2 - 0.284*x0 + 0.393)) + 0.142,16.176387310028076
97,0.029*x0*sin(-2.465*x0**2 + 1.556*x0 + 3.196) + 0.603*sin(-2.465*x0**2 + 1.556*x0 + 3.196),True,0.9385711077056703,False,0.203*sin(2.309*x0**2 + 0.32*x0 + 1.49),7.787255764007568
98,2.002*x0**2 + 2.138*x0,False,7.811847985861329e-08,True,2.002*x0**2 + 2.138*x0,29.84795618057251
99,2.002*x0**2 + 2.138*x0,True,7.220416167480165e-08,True,2.002*x0**2 + 2.138*x0,7.624488592147827
100,-0.194*x0**2 - 1.743,False,6.616583515209977e-08,True,-0.194*x0**2 - 1.743,33.694480657577515
101,-0.194*x0**2 - 1.743,True,6.507112490130889e-08,True,-0.194*x0**2 - 1.743,10.43830394744873
