,formula,classifier,rel_l2_distance,success,estimated_formula,training_time
14,-0.07*x0*sin(3.961*x0**2 - 0.584),False,0.7197681463000828,False,-0.002*x0**2 - 0.032*x0*sin(4.039*x0**2 - 1.095*x0 + 2.973) - 0.005*x0 - 0.083*sin(4.039*x0**2 - 1.095*x0 + 2.973)*sqrt(Abs(0.332*x0**2 + 0.237*x0 - 1.003)) + 0.097*sin(4.039*x0**2 - 1.095*x0 + 2.973) + 0.04*sqrt(Abs(0.332*x0**2 + 0.237*x0 - 1.003)) - 0.036,93.0914511680603
15,-0.07*x0*sin(3.961*x0**2 - 0.584),True,1.557999029630119e-05,True,-0.07*x0*sin(3.961*x0**2 - 0.584),51.554864168167114
16,4.126 - 0.441*sin(1.653*x0),False,0.024852348289737588,False,-0.02*x0**2 - 0.091*x0*sin(-0.009*x0**2 + 1.188*x0 + 1.206) + 0.253*x0*sqrt(Abs(0.037*x0**2 + 0.242*x0 - 0.7)) - 0.294*x0 + 1.677*sin(-0.009*x0**2 + 1.188*x0 + 1.206)*sqrt(Abs(0.037*x0**2 + 0.242*x0 - 0.7)) - 1.585*sin(-0.009*x0**2 + 1.188*x0 + 1.206) + 0.027*sqrt(Abs(0.037*x0**2 + 0.242*x0 - 0.7)) + 4.256,94.56027007102966
17,4.126 - 0.441*sin(1.653*x0),True,3.829991037715914e-08,True,4.126 - 0.441*sin(1.653*x0),31.36587357521057
18,3.87200000000000,False,2.6094038308533975e-07,True,3.87199900000017,155.10450267791748
19,3.87200000000000,True,0.0,True,3.87200000000000,48.726996183395386
20,-4.552*x0*sin(2.429*x0**2 - 1.634*x0 + 1.587),False,0.3589575776684934,False,-0.003*x0**2 - 0.154*x0*sin(-2.43*x0**2 + 1.441*x0 + 0.042) + 0.003*x0*sqrt(Abs(-1.855*x0**2 + 0.121*x0 + 1.65)) - 0.016*x0 + 3.471*sin(-2.43*x0**2 + 1.441*x0 + 0.042)*sqrt(Abs(-1.855*x0**2 + 0.121*x0 + 1.65)) - 3.191*sin(-2.43*x0**2 + 1.441*x0 + 0.042) + 0.006*sqrt(Abs(-1.855*x0**2 + 0.121*x0 + 1.65)) + 0.005,93.57567715644836
21,-4.552*x0*sin(2.429*x0**2 - 1.634*x0 + 1.587),True,0.821369824860556,False,-2.622*x0*sin(2.298*x0**2 - 3.592*x0 + 0.932),50.096086263656616
22,0.149*x0*sin(2.412*x0**2) + 0.857*x0*sqrt(Abs(6.27*x0**2 + 0.665*x0 + 1.359)),False,0.0028720224680023306,False,0.001*x0**2 + 0.01*x0*sin(2.422*x0**2 - 0.189*x0 + 0.784) + 2.111*x0*sqrt(Abs(1.027*x0**2 + 0.082*x0 + 0.002)) + 0.075*x0 + 0.133*sin(2.422*x0**2 - 0.189*x0 + 0.784)*sqrt(Abs(1.027*x0**2 + 0.082*x0 + 0.002)) - 0.001*sin(2.422*x0**2 - 0.189*x0 + 0.784) + 0.021*sqrt(Abs(1.027*x0**2 + 0.082*x0 + 0.002)),110.70076394081116
23,0.149*x0*sin(2.412*x0**2) + 0.857*x0*sqrt(Abs(6.27*x0**2 + 0.665*x0 + 1.359)),True,1.0921135333370538e-07,True,0.149*x0*sin(2.412*x0**2) + 2.185*x0*sqrt(Abs(0.964*x0**2 + 0.102*x0 + 0.209)),106.937495470047
24,-0.862*x0**2,False,7.235027583964102e-08,True,-0.862*x0**2,169.4370460510254
25,-0.862*x0**2,True,6.923810943072073e-08,True,-0.862*x0**2,22.056065797805786
26,-2.979*sin(2.163*x0**2 + 2.653*x0),False,0.4869453661115268,False,0.003*x0**2 + 0.362*x0*sin(2.144*x0**2 + 2.812*x0 - 3.238) - 0.006*x0*sqrt(Abs(0.203*x0**2 + 0.334*x0 - 0.254)) + 0.02*x0 - 0.885*sin(2.144*x0**2 + 2.812*x0 - 3.238)*sqrt(Abs(0.203*x0**2 + 0.334*x0 - 0.254)) + 3.456*sin(2.144*x0**2 + 2.812*x0 - 3.238) - 0.039*sqrt(Abs(0.203*x0**2 + 0.334*x0 - 0.254)) - 0.022,88.7337110042572
27,-2.979*sin(2.163*x0**2 + 2.653*x0),True,0.93712537800482,False,1.037*sin(1.965*x0**2 - 0.173*x0),33.61584949493408
28,-2.817*x0 - 0.053*sin(0.663*x0**2 + 1.818*x0 + 4.182),False,0.0021864176264489352,False,9.48683298050514e-5*x0*sqrt(Abs(x0**2)) - 2.817*x0 + 0.005,132.2743239402771
29,-2.817*x0 - 0.053*sin(0.663*x0**2 + 1.818*x0 + 4.182),True,0.0022071677240776996,False,-2.817*x0,85.63322734832764
30,-0.772*x0**2 + 0.333*x0*sin(2.938*x0**2 + 2.245*x0),False,0.02686390101139152,False,-0.773*x0**2 - 0.196*x0*sin(2.864*x0**2 + 1.239*x0 + 0.002) - 0.002*x0*sqrt(Abs(0.169*x0**2 - 0.099)) + 0.302*sin(2.864*x0**2 + 1.239*x0 + 0.002)*sqrt(Abs(0.169*x0**2 - 0.099)),115.24874544143677
31,-0.772*x0**2 + 0.333*x0*sin(2.938*x0**2 + 2.245*x0),True,0.032747495568337955,False,-0.773*x0**2 + 0.172*x0*sin(2.824*x0**2 + 0.6*x0 + 0.685),83.0687198638916
32,1.076*sin(0.189*x0),False,0.0005032165362678369,False,0.135*x0*sin(-0.007*x0**2 + 0.002*x0 + 0.017) - 0.021*x0*sqrt(Abs(0.004*x0**2 - 0.011*x0 + 0.025)) + 0.202*x0 - 0.03*sin(-0.007*x0**2 + 0.002*x0 + 0.017)*sqrt(Abs(0.004*x0**2 - 0.011*x0 + 0.025)) + 0.002*sin(-0.007*x0**2 + 0.002*x0 + 0.017) - 0.078*sqrt(Abs(0.004*x0**2 - 0.011*x0 + 0.025)) + 0.012,157.54745483398438
33,1.076*sin(0.189*x0),True,3.960724608707127e-08,True,1.076*sin(0.189*x0),16.6412832736969
34,1.474*sin(0.659*x0**2 + 3.231),False,1.7855463977835925e-06,True,-0.009*x0*sqrt(Abs(0.001*x0 + 0.003)) + 0.001*x0 + 1.474*sin(0.659*x0**2 + 3.231) - 0.012*sqrt(Abs(0.001*x0 + 0.003)) + 0.001,84.60124635696411
35,1.474*sin(0.659*x0**2 + 3.231),True,1.7866628405790259e-06,True,-1.474*sin(0.659*x0**2 + 0.09),46.28548502922058
36,-1.23500000000000,False,5.2543403774532554e-08,True,-1.23500000000000,147.42859768867493
37,-1.23500000000000,True,0.0,True,-1.23500000000000,46.41507577896118
38,-3.16*x0*sin(4.709*x0) + 1.148*x0,False,0.6107510351286831,False,-0.053*x0**2 + 0.101*x0*sin(0.287*x0**2 - 0.362*x0 + 3.193) + 0.05*x0*sqrt(Abs(-0.58*x0**2 + 0.092*x0 + 1.714)) + 0.923*x0 - 4.741*sin(0.287*x0**2 - 0.362*x0 + 3.193)*sqrt(Abs(-0.58*x0**2 + 0.092*x0 + 1.714)) + 9.464*sin(0.287*x0**2 - 0.362*x0 + 3.193) + 0.125*sqrt(Abs(-0.58*x0**2 + 0.092*x0 + 1.714)) + 1.478,87.52068495750427
39,-3.16*x0*sin(4.709*x0) + 1.148*x0,True,0.8051181108619193,False,-1.319*x0*sin(3.958*x0) + 1.126*x0,17.02539038658142
40,4.25*sin(2.589*x0 - 2.635),False,0.8548743785530082,False,-0.018*x0**2 + 0.038*x0*sin(0.299*x0**2 - 0.184*x0 + 3.261) + 0.329*x0*sqrt(Abs(0.032*x0**2 + 0.01*x0 - 1.946)) - 0.205*x0 + 4.551*sin(0.299*x0**2 - 0.184*x0 + 3.261)*sqrt(Abs(0.032*x0**2 + 0.01*x0 - 1.946)) - 2.615*sin(0.299*x0**2 - 0.184*x0 + 3.261) + 0.207*sqrt(Abs(0.032*x0**2 + 0.01*x0 - 1.946)) + 0.824,73.76741528511047
41,4.25*sin(2.589*x0 - 2.635),True,5.068420469760516e-07,True,-4.25*sin(2.589*x0 + 0.507),43.434356689453125
42,4.131*x0*sin(1.933*x0**2 - 0.549*x0 + 3.205) - 2.847*sin(1.933*x0**2 - 0.549*x0 + 3.205)*sqrt(Abs(1.344*x0 + 1.678)),False,0.4455815446735219,False,-0.001*x0**2 - 3.471*x0*sin(-1.959*x0**2 + 0.179*x0 + 1.792) - 0.009*x0*sqrt(Abs(0.476*x0**2 + 1.557*x0 + 1.182)) + 0.02*x0 + 2.729*sin(-1.959*x0**2 + 0.179*x0 + 1.792)*sqrt(Abs(0.476*x0**2 + 1.557*x0 + 1.182)) + 1.733*sin(-1.959*x0**2 + 0.179*x0 + 1.792) - 0.011*sqrt(Abs(0.476*x0**2 + 1.557*x0 + 1.182)) - 0.022,93.06909322738647
43,4.131*x0*sin(1.933*x0**2 - 0.549*x0 + 3.205) - 2.847*sin(1.933*x0**2 - 0.549*x0 + 3.205)*sqrt(Abs(1.344*x0 + 1.678)),True,0.9003718934087356,False,-1.16*x0*sin(2.114*x0**2 + 0.588*x0 + 1.236) + 1.593*sin(2.114*x0**2 + 0.588*x0 + 1.236)*sqrt(Abs(-0.475*x0**2 + 1.238*x0 + 0.085)) + 0.651*sin(2.114*x0**2 + 0.588*x0 + 1.236),85.54157304763794
44,6.898*x0**2 + 2.624*x0*sin(2.606*x0**2 + 3.646),False,0.02382026748073055,False,6.892*x0**2 - 1.718*x0*sin(2.581*x0**2 + 0.362*x0 - 0.681) - 0.051*x0*sqrt(Abs(0.002*x0**2 + 0.01*x0 - 0.065)) + 0.045*x0 - 0.035*sin(2.581*x0**2 + 0.362*x0 - 0.681)*sqrt(Abs(0.002*x0**2 + 0.01*x0 - 0.065)) - 0.266*sin(2.581*x0**2 + 0.362*x0 - 0.681) + 0.002*sqrt(Abs(0.002*x0**2 + 0.01*x0 - 0.065)) + 0.027,119.84869265556335
45,6.898*x0**2 + 2.624*x0*sin(2.606*x0**2 + 3.646),True,3.617395825617815e-07,True,6.898*x0**2 - 2.624*x0*sin(2.606*x0**2 + 0.504),74.56089639663696
46,1.039*sin(4.822*x0**2 + 2.205*x0)*sqrt(Abs(2.436*x0**2 - 5.604*x0)),False,0.5707114612919963,False,0.006*x0**2 + 0.697*x0*sin(4.896*x0**2 + 3.227*x0 + 0.126) + 0.012*x0*sqrt(Abs(-0.423*x0**2 + 0.241*x0 + 0.54)) - 0.124*x0 - 2.232*sin(4.896*x0**2 + 3.227*x0 + 0.126)*sqrt(Abs(-0.423*x0**2 + 0.241*x0 + 0.54)) + 2.082*sin(4.896*x0**2 + 3.227*x0 + 0.126) - 0.157*sqrt(Abs(-0.423*x0**2 + 0.241*x0 + 0.54)) + 0.053,88.55113935470581
47,1.039*sin(4.822*x0**2 + 2.205*x0)*sqrt(Abs(2.436*x0**2 - 5.604*x0)),True,0.8432597782540624,False,-0.683*x0*sin(4.335*x0**2 - 5.701*x0) + 1.268*sin(4.335*x0**2 - 5.701*x0)*sqrt(Abs(0.337*x0**2 + 0.697*x0 - 0.188)),74.78480076789856
48,-6.339*x0*sin(6.961*x0) + 2.891,False,0.732860573749917,False,0.079*x0**2 - 0.268*x0*sin(-0.421*x0**2 + 0.361*x0 + 3.139) - 0.012*x0*sqrt(Abs(-1.239*x0**2 + 1.114*x0 + 0.7)) - 0.001*x0 - 5.876*sin(-0.421*x0**2 + 0.361*x0 + 3.139)*sqrt(Abs(-1.239*x0**2 + 1.114*x0 + 0.7)) + 17.859*sin(-0.421*x0**2 + 0.361*x0 + 3.139) - 0.001*sqrt(Abs(-1.239*x0**2 + 1.114*x0 + 0.7)),89.41746377944946
49,-6.339*x0*sin(6.961*x0) + 2.891,True,1.792343190779029e-06,True,-6.339*x0*sin(6.961*x0) + 2.891,24.723132371902466
50,1.095*sin(5.548*x0),False,0.9140499853050901,False,0.11*x0*sin(3.626*x0**2 + 2.436*x0 + 0.176) - 0.002*x0*sqrt(Abs(0.098*x0**2 + 0.845*x0 + 0.331)) - 0.021*x0 - 0.85*sin(3.626*x0**2 + 2.436*x0 + 0.176)*sqrt(Abs(0.098*x0**2 + 0.845*x0 + 0.331)) + 1.53*sin(3.626*x0**2 + 2.436*x0 + 0.176) + 0.18*sqrt(Abs(0.098*x0**2 + 0.845*x0 + 0.331)) - 0.288,82.50505447387695
51,1.095*sin(5.548*x0),True,1.0360146324788782e-06,True,1.095*sin(5.548*x0),19.296772003173828
52,-1.866*x0*sqrt(Abs(0.812*x0**2 + 0.134*x0 - 0.599)) + 8.292*sin(3.613*x0**2 - 0.297*x0),False,0.0024762270148111234,False,-1.373*x0*sqrt(Abs(1.531*x0**2 + 0.185*x0 - 0.153)) + 0.209*x0 - 0.001*sin(-3.613*x0**2 + 0.297*x0 + 0.001)*sqrt(Abs(1.531*x0**2 + 0.185*x0 - 0.153)) - 8.286*sin(-3.613*x0**2 + 0.297*x0 + 0.001) - 0.027*sqrt(Abs(1.531*x0**2 + 0.185*x0 - 0.153)),106.40614700317383
53,-1.866*x0*sqrt(Abs(0.812*x0**2 + 0.134*x0 - 0.599)) + 8.292*sin(3.613*x0**2 - 0.297*x0),True,0.06443217889194137,False,-1.705*x0*sqrt(Abs(0.959*x0**2 + 0.088*x0 - 0.399)) + 3.337*sin(3.657*x0**2 + 0.044*x0),75.96077108383179
54,-6.564*x0**2,False,7.65320599498955e-08,True,-6.564*x0**2,150.04530930519104
55,-6.564*x0**2,True,7.653206027456227e-08,True,-6.564*x0**2,23.899056434631348
56,-3.962*x0 - 4.075*sin(2.836*x0**2 + 2.215*x0 - 6.166),False,0.00022808773777740498,False,-0.003*x0**2 - 0.005*x0*sin(2.836*x0**2 + 2.215*x0 + 0.117) - 0.067*x0*sqrt(Abs(0.002*x0**2 - 0.039*x0 + 0.194)) - 3.934*x0 - 0.121*sin(2.836*x0**2 + 2.215*x0 + 0.117)*sqrt(Abs(0.002*x0**2 - 0.039*x0 + 0.194)) - 4.029*sin(2.836*x0**2 + 2.215*x0 + 0.117) - 0.022*sqrt(Abs(0.002*x0**2 - 0.039*x0 + 0.194)) + 0.01,97.32518744468689
57,-3.962*x0 - 4.075*sin(2.836*x0**2 + 2.215*x0 - 6.166),True,0.1146190700873865,False,-3.962*x0 + 1.542*sin(2.702*x0**2 + 0.61*x0 - 0.74),72.52359437942505
58,-0.462000000000000,False,3.806246797131677e-06,True,-0.001*sin(0.001*x0 + 0.015)*sqrt(Abs(0.002*x0 + 0.007)) - 0.001*sin(0.001*x0 + 0.015) - 0.462,145.85810732841492
59,-0.462000000000000,True,0.0,True,-0.462000000000000,35.70804572105408
60,-2.265*sin(-5.014*x0**2 + 2.311*x0 + 1.886),False,0.8218893403946734,False,-0.024*x0**2 - 0.207*x0*sin(5.106*x0**2 - 3.421*x0 + 4.198) - 0.037*x0*sqrt(Abs(0.33*x0**2 - 1.222*x0 + 0.528)) + 0.253*x0 - 0.266*sin(5.106*x0**2 - 3.421*x0 + 4.198)*sqrt(Abs(0.33*x0**2 - 1.222*x0 + 0.528)) - 0.04*sin(5.106*x0**2 - 3.421*x0 + 4.198) + 0.482*sqrt(Abs(0.33*x0**2 - 1.222*x0 + 0.528)) - 0.931,80.683997631073
61,-2.265*sin(-5.014*x0**2 + 2.311*x0 + 1.886),True,0.9457306333631538,False,0.774*sin(5.278*x0**2 + 1.304*x0 - 2.841),81.47036027908325
62,1.808*x0**2 + 2.118*sin(2.426*x0),False,0.011088807523282503,False,1.811*x0**2 + 0.234*x0*sin(0.019*x0**2 + 2.242*x0 + 0.269) + 0.001*x0*sqrt(Abs(-0.007*x0**2 + 0.002*x0 + 0.483)) - 0.001*x0 + 0.492*sin(0.019*x0**2 + 2.242*x0 + 0.269)*sqrt(Abs(-0.007*x0**2 + 0.002*x0 + 0.483)) + 0.573*sin(0.019*x0**2 + 2.242*x0 + 0.269) + 0.002*sqrt(Abs(-0.007*x0**2 + 0.002*x0 + 0.483)) - 0.016,125.39517116546631
63,1.808*x0**2 + 2.118*sin(2.426*x0),True,6.351783191557398e-08,True,1.808*x0**2 + 2.118*sin(2.426*x0),72.90618324279785
64,1.419*x0,False,5.591730696479974e-08,True,1.419*x0,167.1922423839569
65,1.419*x0,True,4.2449129504278765e-08,True,1.419*x0,21.677128553390503
66,-3.68541372982736*x0*sqrt(Abs(x0**2)) - 0.379*sin(0.666*x0**2 - 0.565*x0),False,0.0015667073150472672,False,-3.68648859268546*x0*sqrt(Abs(x0**2)),138.96545100212097
67,-3.68541372982736*x0*sqrt(Abs(x0**2)) - 0.379*sin(0.666*x0**2 - 0.565*x0),True,0.0015671372770737649,False,-3.68614803053269*x0*sqrt(Abs(x0**2)),81.7787070274353
68,1.60844082887746*sin(5.982*x0 - 2.644)*sqrt(Abs(x0**2)),False,0.6580784661994693,False,-0.047*x0**2 + 0.75*x0*sin(0.367*x0**2 + 0.062*x0 - 4.38) - 0.264*x0*sqrt(Abs(-0.116*x0**2 + 0.586*x0 + 3.967)) + 0.475*x0 - 4.84*sin(0.367*x0**2 + 0.062*x0 - 4.38)*sqrt(Abs(-0.116*x0**2 + 0.586*x0 + 3.967)) + 8.736*sin(0.367*x0**2 + 0.062*x0 - 4.38) + 0.013*sqrt(Abs(-0.116*x0**2 + 0.586*x0 + 3.967)) + 0.913,96.25563287734985
69,1.60844082887746*sin(5.982*x0 - 2.644)*sqrt(Abs(x0**2)),True,1.5432754566512614e-06,True,-1.60885740263082*sin(5.982*x0 + 0.498)*sqrt(Abs(x0**2)),89.66016960144043
70,0.439*x0,False,4.3076447104722364e-08,True,0.439*x0,154.02445888519287
71,0.439*x0,True,4.211193023208978e-08,True,0.439*x0,29.480988025665283
72,-1.99800000000000,False,2.4562908279357973e-07,True,-1.99800000000000,144.75467777252197
73,-1.99800000000000,True,0.0,True,-1.99800000000000,44.450769662857056
74,-2.188*sin(5.4*x0**2 - 0.569),False,2.1205858013912453e-05,True,-2.188*sin(5.4*x0**2 - 0.569),81.96196150779724
75,-2.188*sin(5.4*x0**2 - 0.569),True,1.7919292143194722e-05,True,-2.188*sin(5.4*x0**2 - 0.569),41.412800788879395
76,-0.436*x0**2,False,6.922686425009996e-08,True,-0.436*x0**2,168.22341227531433
77,-0.436*x0**2,True,6.897745282660793e-08,True,-0.436*x0**2,29.734150648117065
78,6.109*sin(4.473*x0**2 + 7.354*x0 - 4.017),False,0.8916013072291081,False,-0.019*x0**2 + 0.662*x0*sin(4.876*x0**2 + 0.928*x0 - 3.869) - 0.036*x0*sqrt(Abs(0.076*x0**2 - 0.639*x0 + 1.233)) + 0.196*x0 + 2.913*sin(4.876*x0**2 + 0.928*x0 - 3.869)*sqrt(Abs(0.076*x0**2 - 0.639*x0 + 1.233)) - 3.151*sin(4.876*x0**2 + 0.928*x0 - 3.869) + 0.299*sqrt(Abs(0.076*x0**2 - 0.639*x0 + 1.233)) - 0.251,80.78742241859436
79,6.109*sin(4.473*x0**2 + 7.354*x0 - 4.017),True,0.9580272312962718,False,-1.716*sin(5.048*x0**2 + 5.013*x0 - 5.408),40.578630685806274
80,-2.046*x0,False,4.446423099510777e-08,True,-2.046*x0,163.31657028198242
81,-2.046*x0,True,4.3267028217165995e-08,True,-2.046*x0,20.27224612236023
82,-1.013*x0*sin(0.75*x0 + 1.261) - 2.494*x0,False,1.6019926523724898e-06,True,-1.013*x0*sin(0.75*x0 + 1.261) - 2.494*x0 - 0.000219089023002066*sqrt(Abs(x0**2)),119.7681519985199
83,-1.013*x0*sin(0.75*x0 + 1.261) - 2.494*x0,True,5.3002874401791363e-08,True,-1.013*x0*sin(0.75*x0 + 1.261) - 2.494*x0,74.97675848007202
84,-2.65200000000000,False,4.707953618489419e-10,True,-2.65200000000000,145.45171928405762
85,-2.65200000000000,True,0.0,True,-2.65200000000000,47.94921612739563
86,0.371*x0**2 + 0.731*x0,False,9.426793861279337e-08,True,0.371*x0**2 + 0.731*x0,168.41410732269287
87,0.371*x0**2 + 0.731*x0,True,7.19399659413108e-08,True,0.371*x0**2 + 0.731*x0,48.88409113883972
88,-1.91*x0*sin(-3.095*x0**2 + 0.363*x0 + 0.395),False,0.7265282397288438,False,-0.016*x0**2 - 1.005*x0*sin(3.33*x0**2 + 3.324*x0 + 4.259) - 0.089*x0*sqrt(Abs(0.708*x0**2 + 2.406*x0 - 1.116)) + 0.336*x0 + 2.219*sin(3.33*x0**2 + 3.324*x0 + 4.259)*sqrt(Abs(0.708*x0**2 + 2.406*x0 - 1.116)) - 4.572*sin(3.33*x0**2 + 3.324*x0 + 4.259) + 0.267*sqrt(Abs(0.708*x0**2 + 2.406*x0 - 1.116)) - 0.007,98.33589625358582
89,-1.91*x0*sin(-3.095*x0**2 + 0.363*x0 + 0.395),True,1.2188007581684476e-05,True,-1.91*x0*sin(3.095*x0**2 - 0.363*x0 + 2.747),52.77031755447388
90,0.771*x0*sqrt(Abs(3.293*x0**2 + 0.878*x0 + 1.837)) + 3.64*sin(0.824*x0**2 - 8.78*x0 + 1.936),False,0.03667865615910695,False,0.035*x0**2 - 0.171*x0*sin(-0.288*x0**2 + 0.233*x0 + 0.001) + 1.47*x0*sqrt(Abs(0.931*x0**2 - 0.005*x0)) - 0.125*x0 - 0.178*sin(-0.288*x0**2 + 0.233*x0 + 0.001)*sqrt(Abs(0.931*x0**2 - 0.005*x0)) - 0.114*sqrt(Abs(0.931*x0**2 - 0.005*x0)),110.71715259552002
91,0.771*x0*sqrt(Abs(3.293*x0**2 + 0.878*x0 + 1.837)) + 3.64*sin(0.824*x0**2 - 8.78*x0 + 1.936),True,0.04080910174280447,False,1.40253338783788*x0*sqrt(Abs(x0**2)) + 0.992*sin(0.017*x0**2 - 0.024*x0),80.77997088432312
92,0.819 - 0.131*sin(1.645*x0),False,0.07209278497782863,False,-0.023*x0*sin(-0.227*x0**2 + 1.295*x0 + 0.648) + 0.016*x0 + 0.452*sin(-0.227*x0**2 + 1.295*x0 + 0.648)*sqrt(Abs(0.008*x0**2 + 0.051*x0 - 0.187)) - 0.332*sin(-0.227*x0**2 + 1.295*x0 + 0.648) - 0.553*sqrt(Abs(0.008*x0**2 + 0.051*x0 - 0.187)) + 1.132,96.4273624420166
93,0.819 - 0.131*sin(1.645*x0),True,3.886666034651469e-08,True,0.819 - 0.131*sin(1.645*x0),28.13994264602661
94,1.227*x0*sin(1.928*x0 - 1.18),False,0.31987224780076,False,0.023*x0**2 - 0.025*x0*sin(-0.001*x0**2 + 1.723*x0 + 0.428) - 0.053*x0*sqrt(Abs(0.652*x0**2 - 0.003*x0 + 0.282)) + 0.246*x0 + 1.762*sin(-0.001*x0**2 + 1.723*x0 + 0.428)*sqrt(Abs(0.652*x0**2 - 0.003*x0 + 0.282)) - 1.768*sin(-0.001*x0**2 + 1.723*x0 + 0.428) - 0.277*sqrt(Abs(0.652*x0**2 - 0.003*x0 + 0.282)) + 0.408,91.46927309036255
95,1.227*x0*sin(1.928*x0 - 1.18),True,4.718751844808308e-07,True,1.227*x0*sin(1.928*x0 - 1.18),26.800547122955322
